GridSize,BudgetJ1,BudgetJ2,StrategieJ1,StrategieJ2,NbGames,StartPlayer,VictoiresJ1,VictoiresJ2,PourcentageJ1,PourcentageJ2
7,3000,5000,RAVE,RAVE,30,ROUGE,6,24,20.0,80.0
7,3000,5000,RAVE,MCTS,30,ROUGE,1,29,3.3333333333333335,96.66666666666667
7,3000,5000,MCTS,RAVE,30,ROUGE,26,4,86.66666666666667,13.333333333333334
7,3000,5000,MCTS,MCTS,30,ROUGE,5,25,16.666666666666668,83.33333333333333
7,5000,100,RAVE,RAVE,30,BLEU,29,1,96.66666666666667,3.3333333333333335
7,5000,100,RAVE,MCTS,30,BLEU,29,1,96.66666666666667,3.3333333333333335
7,5000,100,MCTS,RAVE,30,BLEU,30,0,100.0,0.0
7,5000,100,MCTS,MCTS,30,BLEU,30,0,100.0,0.0
7,5000,100,RAVE,RAVE,30,ROUGE,24,6,80.0,20.0
7,5000,100,RAVE,MCTS,30,ROUGE,30,0,100.0,0.0
7,5000,100,MCTS,RAVE,30,ROUGE,30,0,100.0,0.0
7,5000,100,MCTS,MCTS,30,ROUGE,30,0,100.0,0.0
7,5000,250,RAVE,RAVE,30,BLEU,24,6,80.0,20.0
7,5000,250,RAVE,MCTS,30,BLEU,29,1,96.66666666666667,3.3333333333333335
7,5000,250,MCTS,RAVE,30,BLEU,30,0,100.0,0.0
7,5000,250,MCTS,MCTS,30,BLEU,30,0,100.0,0.0
7,5000,250,RAVE,RAVE,30,ROUGE,21,9,70.0,30.0
7,5000,250,RAVE,MCTS,30,ROUGE,24,6,80.0,20.0
7,5000,250,MCTS,RAVE,30,ROUGE,28,2,93.33333333333333,6.666666666666667
7,5000,250,MCTS,MCTS,30,ROUGE,30,0,100.0,0.0
7,5000,500,RAVE,RAVE,30,BLEU,25,5,83.33333333333333,16.666666666666668
7,5000,500,RAVE,MCTS,30,BLEU,28,2,93.33333333333333,6.666666666666667
7,5000,500,MCTS,RAVE,30,BLEU,28,2,93.33333333333333,6.666666666666667
7,5000,500,MCTS,MCTS,30,BLEU,30,0,100.0,0.0
7,5000,500,RAVE,RAVE,30,ROUGE,14,16,46.666666666666664,53.333333333333336
7,5000,500,RAVE,MCTS,30,ROUGE,16,14,53.333333333333336,46.666666666666664
7,5000,500,MCTS,RAVE,30,ROUGE,26,4,86.66666666666667,13.333333333333334
7,5000,500,MCTS,MCTS,30,ROUGE,29,1,96.66666666666667,3.3333333333333335
7,5000,1000,RAVE,RAVE,30,BLEU,20,10,66.66666666666667,33.333333333333336
7,5000,1000,RAVE,MCTS,30,BLEU,17,13,56.666666666666664,43.333333333333336
7,5000,1000,MCTS,RAVE,30,BLEU,30,0,100.0,0.0
7,5000,1000,MCTS,MCTS,30,BLEU,29,1,96.66666666666667,3.3333333333333335
7,5000,1000,RAVE,RAVE,30,ROUGE,16,14,53.333333333333336,46.666666666666664
7,5000,1000,RAVE,MCTS,30,ROUGE,12,18,40.0,60.0
7,5000,1000,MCTS,RAVE,30,ROUGE,26,4,86.66666666666667,13.333333333333334
7,5000,1000,MCTS,MCTS,30,ROUGE,26,4,86.66666666666667,13.333333333333334
7,5000,2000,RAVE,RAVE,30,BLEU,22,8,73.33333333333333,26.666666666666668
7,5000,2000,RAVE,MCTS,30,BLEU,8,22,26.666666666666668,73.33333333333333
7,5000,2000,MCTS,RAVE,30,BLEU,29,1,96.66666666666667,3.3333333333333335
7,5000,2000,MCTS,MCTS,30,BLEU,26,4,86.66666666666667,13.333333333333334
7,5000,2000,RAVE,RAVE,30,ROUGE,12,18,40.0,60.0
7,5000,2000,RAVE,MCTS,30,ROUGE,6,24,20.0,80.0
7,5000,2000,MCTS,RAVE,30,ROUGE,27,3,90.0,10.0
7,5000,2000,MCTS,MCTS,30,ROUGE,20,10,66.66666666666667,33.333333333333336
7,5000,3000,RAVE,RAVE,30,BLEU,16,14,53.333333333333336,46.666666666666664
7,5000,3000,RAVE,MCTS,30,BLEU,8,22,26.666666666666668,73.33333333333333
7,5000,3000,MCTS,RAVE,30,BLEU,28,2,93.33333333333333,6.666666666666667
7,5000,3000,MCTS,MCTS,30,BLEU,19,11,63.333333333333336,36.666666666666664
7,5000,3000,RAVE,RAVE,30,ROUGE,14,16,46.666666666666664,53.333333333333336
7,5000,3000,RAVE,MCTS,30,ROUGE,2,28,6.666666666666667,93.33333333333333
7,5000,3000,MCTS,RAVE,30,ROUGE,27,3,90.0,10.0
7,5000,3000,MCTS,MCTS,30,ROUGE,16,14,53.333333333333336,46.666666666666664
7,5000,5000,RAVE,RAVE,30,BLEU,24,6,80.0,20.0
7,5000,5000,RAVE,MCTS,30,BLEU,6,24,20.0,80.0
7,5000,5000,MCTS,RAVE,30,BLEU,30,0,100.0,0.0
7,5000,5000,MCTS,MCTS,30,BLEU,21,9,70.0,30.0
7,5000,5000,RAVE,RAVE,30,ROUGE,12,18,40.0,60.0
7,5000,5000,RAVE,MCTS,30,ROUGE,3,27,10.0,90.0
7,5000,5000,MCTS,RAVE,30,ROUGE,26,4,86.66666666666667,13.333333333333334
7,5000,5000,MCTS,MCTS,30,ROUGE,15,15,50.0,50.0
